,school_id,school_name,region,province,municipality,division,year_level,gender,enrollment,latitude,longitude
2669,305458,San Roque National High School,NCR - National Capital Region,Ncr Third District,City Of Navotas,Navotas,third year,female,320,14.66944444,120.9383333
2670,305459,Bagumbayan National High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,454,14.474175,121.057136
2671,305460,Taguig National High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,252,14.4992,121.060539
2672,305461,"Gen. Ricardo G. Papa, Sr. Memorial HS - Main",NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,300,14.528397,121.069613
2673,305462,"Gen. Ricardo G. Papa, Sr. Memorial HS Annex",NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,207,14.53423056,121.0678194
2674,305463,Signal Village National High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,966,14.51194444,121.0580556
2675,305464,Tipas National High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,212,14.5425,121.0788889
2676,305465,Western Bicutan NHS,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,617,14.5166512,121.050701
2677,305466,Pateros National High School,NCR - National Capital Region,Ncr Fourth District,Pateros,Taguig,third year,female,339,14.548748,121.064507
2678,305467,Maria Concepcion Cruz HS,NCR - National Capital Region,Ncr Fourth District,Pateros,Taguig,third year,female,39,14.54194444,121.0688889
2679,305468,Muntinlupa NHS,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,800,14.3890599,121.0270079
2680,305469,Muntinlupa Science High School,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,154,14.38408056,121.0519444
2681,305470,Pedro E. Diaz High School,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,766,14.41254,121.043037
2682,305471,Muntinlupa Business High School - Main,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,503,14.44161389,121.0499389
2683,307801,Gov. Ferrer MNHS (Biclatan Annex),Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,female,268,14.27747504,120.9153997
2684,307802,Governor Ferrer Memorial National High School (Buenavista Annex),Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,female,112,14.30505579,120.8976808
2685,307803,Bacoor NHS - Gawaran Annex,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,third year,female,241,14.40338198,120.9981452
2686,307804,Kaysuyo National High School,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,third year,female,18,14.111428,120.807091
2687,307805,Buck Estate National HS,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,third year,female,25,14.089082,120.852768
2688,307806,F. P. Tolentino MHS,Region IV-A - CALABARZON,Cavite,Tagaytay City,Cavite,third year,female,134,14.132365,120.976017
2689,307807,Ternate West NHS,Region IV-A - CALABARZON,Cavite,Ternate,Cavite,third year,female,60,14.284021,120.708678
2690,307808,Francisco Osorio NHS (Trece Martires City NHS (Osorio Annex)),Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,third year,female,116,14.2912247,120.8798264
2691,307809,Luis Aguado NHS (Southville NHS),Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,third year,female,191,14.253382,120.867759
2692,307810,Naic National High School Sabang Annex,Region IV-A - CALABARZON,Cavite,Naic,Cavite,third year,female,65,14.320617,120.767437
2693,307811,Gen. Aguinaldo NHS-Annex,Region IV-A - CALABARZON,Cavite,Imus,Imus City,third year,female,204,14.391973,120.958839
2694,307812,Gov. Ferrer MNHS (San Francisco Annex),Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,female,344,14.310528,120.915707
2695,307813,Munting Ilog NHS (Silang West Annex),Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,female,204,14.220582,120.971443
2696,307814,Naic Coastal NHS (Pueblo del Mar Annex),Region IV-A - CALABARZON,Cavite,Naic,Cavite,third year,female,51,14.329592,120.759703
2697,307815,Bacoor NHS - Villa Maria Annex,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,third year,female,211,14.40373611,120.977625
2698,307816,Imus NHS - Alapan Annex,Region IV-A - CALABARZON,Cavite,Imus,Imus City,third year,female,57,14.408801,120.89703
2699,307817,Tanza NTS Annex,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,third year,female,150,14.335474,120.853061
2700,307818,Trece Martires City National High School Conchu Annex,Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,third year,female,63,14.244803,120.885985
2701,307819,Trece Martirez City NHS (Cabezas Annex),Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,third year,female,125,14.262267,120.896064
2702,307820,Bucal NHS - Sta. Mercedes Annex,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,third year,female,17,14.220634,120.622038
2703,307821,Imus NHS (Greengate Annex),Region IV-A - CALABARZON,Cavite,Imus,Imus City,third year,female,255,14.3738,120.919305
2704,307822,Luis Y. Ferrer Jr. West National High School,Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,female,71,14.3141622,120.8735611
2705,307823,"Luis Y. Ferrer, Jr. North National High School",Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,female,154,14.35879,120.915884
2706,307901,Jacobo Z. Gonzales Memorial National High School,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,716,14.33627515,121.0895602
2707,307902,Santa Rosa Science and Technology High School,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,female,126,14.31587464,121.1109073
2708,307903,Cristobal S. Conducto MNHS,Region IV-A - CALABARZON,Laguna,Rizal,Laguna,third year,female,153,14.115833,121.3913889
2709,307905,Don Manuel Rivera Memo. NHS,Region IV-A - CALABARZON,Laguna,Pila,Laguna,third year,female,180,14.233056,121.363892
2710,307906,Felicisimo T. San Luis NHS,Region IV-A - CALABARZON,Laguna,Santa Cruz (Capital),Laguna,third year,female,192,14.257468,121.404701
2711,307907,"San Pedro Relocation Center National High School, Main (Langgam) Campus",Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,female,441,14.3275115,121.0194631
2712,307908,San Pedro Relocation CHS -(Cuyab Annex),Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,female,125,14.37109217,121.0589876
2713,307909,Binan Secondary School of Applied Academics (Main Campus),Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,260,14.312531,121.067612
2714,307910,Dambo National High School,Region IV-A - CALABARZON,Laguna,Pangil,Laguna,third year,female,23,14.384823,121.405861
2715,307911,Cavinti NHS,Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,third year,female,81,14.246281,121.500732
2716,307912,San Roque National High School,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,third year,female,33,14.225863,121.322571
2717,307913,Poten and  Eliseo M. Quesada Memo. NHS,Region IV-A - CALABARZON,Laguna,Paete,Laguna,third year,female,165,14.36527778,121.4791667
2718,307914,San Pedro Relocation CHS - Landayan Annex,Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,female,179,14.35371322,121.0698819
2719,307915,Dela Paz NHS (Binan NHS - Annex),Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,101,14.348862,121.081291
2720,307917,Dayap NHS (Mabacan Annex),Region IV-A - CALABARZON,Laguna,Calauan,Laguna,third year,female,53,14.135088,121.290009
2721,307918,Balian NHS (Galalan Annex),Region IV-A - CALABARZON,Laguna,Pangil,Laguna,third year,female,9,14.420487,121.543678
2722,307920,San Juan NHS (San Antonio Annex),Region IV-A - CALABARZON,Laguna,Kalayaan,Laguna,third year,female,45,14.324595,121.529694
2723,307921,Adelina I National High School (Sampaguita Annex),Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,female,190,14.364722,121.055557
2724,307922,Sta. Catalina NHS Ext. (Bakia-Botocan ),Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,third year,female,8,14.150959,121.492851
2725,307923,Southville I NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,female,328,14.27023147,121.1432303
2726,307924,Buenaventura Fandialan Memo. NHS,Region IV-A - CALABARZON,Laguna,Alaminos,Laguna,third year,female,18,14.060463,121.265686
2727,307925,Poten and  Eliseo M. Quesada MNHS - Papatahan Annex,Region IV-A - CALABARZON,Laguna,Paete,Laguna,third year,female,19,14.36472,121.551422
2728,307926,Cavinti NHS (Calminue Ext.),Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,third year,female,6,14.252404,121.606293
2729,307927,Dayap NHS (Calauan Annex),Region IV-A - CALABARZON,Laguna,Calauan,Laguna,third year,female,82,14.147791,121.31189
2730,307928,Paagahan NHS (Matalatala Ext),Region IV-A - CALABARZON,Laguna,Mabitac,Laguna,third year,female,29,14.420466,121.417549
2731,307929,Nanhaya NHS (San Francisco NHS - Nanhaya Ext.),Region IV-A - CALABARZON,Laguna,Victoria,Laguna,third year,female,42,14.229019,121.331932
2732,307930,Laguna Science NHS (Masaya NHS Annex),Region IV-A - CALABARZON,Laguna,Bay,Laguna,third year,female,43,14.180871,121.286415
2733,307931,Saint Francis NHS,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,128,14.331532,121.055756
2734,307932,Mamplasan NHS (Jacobo Annex),Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,99,14.291796,121.078377
2735,307933,Tuntungin-Putho NHS,Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,third year,female,64,14.152028,121.252678
2736,307934,Southville 5-A National High School,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,female,250,14.280616,121.053055
2737,307935,San Buenaventura NHS Annex,Region IV-A - CALABARZON,Laguna,Luisiana,Laguna,third year,female,21,14.184941,121.515228
2738,307936,Los Banos Integrated Sch. (LBCHS-Annex),Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,third year,female,166,14.188002,121.241973
2739,307937,Magdalena NHS (Buenavista Annex),Region IV-A - CALABARZON,Laguna,Magdalena,Laguna,third year,female,127,14.197555,121.429855
2740,307938,Suba NHS (Gagalot Annex),Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,third year,female,21,14.13655,121.504295
2741,307939,Southville 3A (Sampaguita Ext.),Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,female,139,14.33326,121.008675
2742,307940,Sta. maria NHS - Calangay Annex,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,third year,female,17,14.510557,121.406563
2743,308601,San Vicente National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,135,14.017357,121.337028
2744,308602,San Jose National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,226,14.066734,121.333176
2745,308603,San Isidro National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,46,14.02276823,121.2863192
2746,308604,Paaralang Pag-ibig at Pag-asa (attached to Elem SPED),Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,1,14.068815,121.331156
2747,308605,San Pablo City Science High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,56,14.066775,121.333397
2748,308606,Prudencia D. Fule Memorial National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,84,14.06732155,121.2955395
2749,308607,Sta. Filomena Integrated School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,female,21,14.098286,121.287292
2750,308701,Lawa NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,female,60,14.20835683,121.1413951
2751,308702,Lecheria National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,female,172,14.205369,121.165695
2752,308703,Calamba National High School - Annex,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,female,147,14.223702,121.142059
2753,308704,Calamba City Science High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,female,44,14.207384,121.162117
2754,319401,Pres. Corazon C. Aquino High School/Manila HS Annex,NCR - National Capital Region,"Manila, Ncr, First District",Port Area,Manila,third year,female,242,14.591027,120.957723
2755,319501,Holy Spirit National High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,female,445,14.68991667,121.0804667
2756,319504,Dona Rosario HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,female,384,14.71672222,121.0363111
2757,319505,"Judge Feliciano Belmonte, Sr. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,female,642,14.67833333,121.0711111
2758,319506,National Orthopedic Hospital School for Crippled Children,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,female,7,14.62820556,121.0030056
2759,319601,Kalayaan NHS,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,female,334,14.5086,121.0306167
2760,319602,Philippine National School for the Blind,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,female,5,14.5515555,120.997201
2761,319603,Philippine School for the Deaf,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,female,20,14.5421425,120.9951686
2762,319604,Pres. Corazon C. Aquino High School,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,female,94,14.5910711,120.9577394
2763,319701,Cielito Zamora High School - Bonifacio Campus,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,592,14.749692,121.048279
2764,319702,Benigno Aquino Jr. HS (Bagong Silang HS Unit I),NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,250,14.772222,121.049722
2765,319703,Mountain Heights HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,60,14.760414,121.084517
2766,319704,Tandang Sora IS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,110,14.64889,120.991264
2767,319705,Maypajo High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,189,14.637536,120.973086
2768,319706,Kasarinlan HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,228,14.641389,120.968889
2769,319707,Caloocan City Business High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,251,14.74387778,121.0367472
2770,319708,Horacio Dela Costa High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,119,14.74699722,121.074
2771,319709,Bagumbong High School - Annex,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,76,14.75054444,121.0128917
2772,319711,Caloocan National Science and Technology High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,female,62,14.755686,121.030411
2773,319801,Isaac Lopez Integrated School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,163,14.57722222,121.0247222
2774,319802,Highway Hills Integrated School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,258,14.58222222,121.0497222
2775,319803,Eulogio Rodriguez Integrated School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,205,14.58777222,121.0306778
2776,319804,Jose Fabella Memorial School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,83,14.58498333,121.03425
2777,319805,Ilaya Barangka Integrated School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,88,14.57195833,121.0449528
2778,319806,Addition Hills Integrated School,NCR - National Capital Region,Ncr Second District,City Of Mandaluyong,Mandaluyong City,third year,female,115,14.584531,121.034517
2779,319901,Nangka HS,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,226,14.67027778,121.1016667
2780,319902,Fortune High School,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,292,14.65971944,121.1269972
2781,319903,Barangka NHS,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,105,14.63345556,121.08135
2782,319904,Kalumpang National High School,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,83,14.6224787,121.0895354
2783,319905,San Roque National High School,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,91,14.622798,121.0971046
2784,319906,Sto. Nino National High School,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,157,14.63906667,121.0963139
2785,319907,Jesus Dela Pena National High School,NCR - National Capital Region,Ncr Second District,City Of Marikina,Marikina City,third year,female,97,14.635427,121.090132
2786,320001,Pitogo HS,NCR - National Capital Region,Ncr Fourth District,City Of Makati,Makati City,third year,female,476,14.55611111,121.0472222
2787,320002,Bangkal HS,NCR - National Capital Region,Ncr Fourth District,City Of Makati,Makati City,third year,female,331,14.54638889,121.0122222
2788,320003,Fort Bonifacio HS - Tibagan HS Annex,NCR - National Capital Region,Ncr Fourth District,City Of Makati,Makati City,third year,female,279,14.55685556,121.0640972
2789,320101,Pasig City Science HS,NCR - National Capital Region,Ncr Second District,City Of Pasig,Pasig City,third year,female,168,14.57519722,121.0964667
2790,320102,Nagpayong High School,NCR - National Capital Region,Ncr Second District,City Of Pasig,Pasig City,third year,female,928,14.557744,121.091409
2791,320201,Paranaque Science HS,NCR - National Capital Region,Ncr Fourth District,City Of Paranaque,Paranaque City,third year,female,67,14.47916667,120.9991667
2792,320202,Baclaran NHS,NCR - National Capital Region,Ncr Fourth District,City Of Paranaque,Paranaque City,third year,female,177,14.53027778,120.9988889
2793,320203,Moonwalk National High School,NCR - National Capital Region,Ncr Fourth District,City Of Paranaque,Paranaque City,third year,female,381,14.49277778,121.0097222
2794,320204,Sun Valley NHS,NCR - National Capital Region,Ncr Fourth District,City Of Paranaque,Paranaque City,third year,female,247,14.49221944,121.0373083
2795,320301,Las Pinas East NHS - Equitable Annex,NCR - National Capital Region,Ncr Fourth District,City Of Las Pinas,Las Pinas City,third year,female,279,14.43277778,121.0016667
2796,320302,CAA NHS Annex,NCR - National Capital Region,Ncr Fourth District,City Of Las Pinas,Las Pinas City,third year,female,321,14.457025,120.9982583
2797,320303,Las Pinas NHS - Gatchalian Annex,NCR - National Capital Region,Ncr Fourth District,City Of Las Pinas,Las Pinas City,third year,female,131,14.47048333,120.9914472
2798,320304,Las Pinas City National Science High School,NCR - National Capital Region,Ncr Fourth District,City Of Las Pinas,Las Pinas City,third year,female,84,14.43316111,120.9845861
2799,320305,T. S. Cruz High School,NCR - National Capital Region,Ncr Fourth District,City Of Las Pinas,Las Pinas City,third year,female,194,14.41856389,121.0177
2800,320401,Valenzuela City School of Mathematics and Science,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,138,14.7024245,120.9644001
2801,320402,Vicente Trinidad NHS (Punturin NHS),NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,240,14.73555556,120.9908333
2802,320403,Mapulang Lupa NHS,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,145,14.70461389,121.0077611
2803,320404,Bignay NHS,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,275,14.74506944,121.0029583
2804,320405,Arkong Bato NHS (P.R. San Diego Annex),NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,68,14.69883889,120.9505694
2805,320406,Canumay East NHS,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,85,14.71971944,120.9933389
2806,320407,Wawangpulo National High School,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,57,14.73278056,120.9283361
2807,320408,Bagbaguin National High School,NCR - National Capital Region,Ncr Third District,City Of Valenzuela,Valenzuela City,third year,female,193,14.70774722,121.0030639
2808,320501,Longos National High School,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,292,14.654444,120.961111
2809,320502,Malabon NHS - Concepcion Voc-Tech Annex,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,92,14.668225,120.949703
2810,320504,Tinajeros NHS - Acacia Annex,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,156,14.66731293,120.9688672
2811,320505,Catmon IS,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,219,14.664442,120.962242
2812,320506,Col. Ramon Camus Integrated School,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,67,14.66027735,120.9508395
2813,320507,Tanong IS,NCR - National Capital Region,Ncr Third District,City Of Malabon,Malabon City,third year,female,99,14.657267,120.951683
2814,320601,Taguig Science High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,137,14.5119,121.0709
2815,320602,Maria Asuncion Rodriguez Tinga High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,275,14.49055556,121.0536111
2816,320604,"Sen. Renato ""Companero"" Cayetano Memorial Science and  Technology High School",NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,88,14.52545833,121.0613611
2817,320605,Upper Bicutan National High School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,511,14.490542,121.054055
2818,320606,Pres. Diosdado Macapagal HS - Signal VNHS Annex,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,430,14.52152222,121.057875
2819,320607,Agripino Manalo National HS,NCR - National Capital Region,Ncr Fourth District,Pateros,Taguig,third year,female,45,14.54439167,121.0620778
2820,320608,Kapitan Eddie T. Reyes Memorial Integrated School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,0,14.523787,121.057296
2821,320609,Napindan Integrated School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,0,14.538478,121.097382
2822,320610,Palar Integrated School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,0,14.534482,121.056942
2823,320611,Taguig Integrated School,NCR - National Capital Region,Ncr Fourth District,Taguig City,Taguig,third year,female,99,14.5255839,121.07521
2824,320701,Muntinlupa National HS - NBP Annex,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,348,14.38152222,121.0318639
2825,320702,Muntinlupa Business High School - Sucat Annex,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,211,14.44155278,121.0498389
2826,320703,Pedro E. Diaz HS -Lakeview Annex,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,81,14.391487,121.041695
2827,320704,Muntinlupa NHS -Tunasan Annex,NCR - National Capital Region,Ncr Fourth District,City Of Muntinlupa,Muntinlupa City,third year,female,160,14.392025,121.045357
2828,324001,Southville IV NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,female,260,14.298509,121.122219
2829,325901,Langkaan II National High School,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,third year,female,252,14.316617,120.92746
2830,325902,Paliparan II National High School,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,third year,female,257,14.302717,120.992881
2831,328201,Francisco E. Barzaga National High School,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,third year,female,118,14.331502,120.933837
2832,301165,Alfonso National High School,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,fourth year,male,119,14.131842,120.855579
2833,301166,Amadeo NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,fourth year,male,198,14.1671436,120.9252487
2834,301167,Amaya Sch. of Home Industries,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,fourth year,male,369,14.36943629,120.8250083
2835,301168,Anuling NHS,Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,fourth year,male,31,14.117203,120.895529
2836,301169,Constancio E. Aure Sr. NHS (Asis NHS),Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,fourth year,male,102,14.137124,120.8996125
2837,301170,Bacoor NHS-Tabing Dagat Annex,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,fourth year,male,404,14.46137211,120.9399464
2838,301171,Bacoor NHS - Molino Main,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,fourth year,male,620,14.42260395,120.9760045
2839,301172,Bagbag NHS (Ligtong NHS),Region IV-A - CALABARZON,Cavite,Rosario,Cavite,fourth year,male,211,14.42055062,120.8663115
2840,301173,Bendita NHS,Region IV-A - CALABARZON,Cavite,Magallanes,Cavite,fourth year,male,62,14.190337,120.757057
2841,301174,Binakayan NHS,Region IV-A - CALABARZON,Cavite,Kawit,Cavite,fourth year,male,154,14.45735869,120.9218737
2842,301175,Bucal NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,fourth year,male,193,14.2734993,120.7538741
2843,301176,Caluangan NHS,Region IV-A - CALABARZON,Cavite,Magallanes,Cavite,fourth year,male,49,14.1542253,120.7738827
2844,301177,Carmona National High School,Region IV-A - CALABARZON,Cavite,Carmona,Cavite,fourth year,male,551,14.31445067,121.0543399
2845,301178,Cavite Nat'l. Science HS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,fourth year,male,39,14.2771274,120.734616
2846,301179,Congressional NHS,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,398,14.31801812,120.9523872
2847,301180,Bulihan NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,fourth year,male,527,14.27975861,120.9964593
2848,301181,New Era National High School,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,164,14.27936536,120.9652935
2849,301182,Paliparan NHS (Dasmarinas NHS - Paliparan Annex),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,510,14.31855645,120.9822704
2850,301183,Dasmarinas East NHS (Annex C),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,425,14.32134701,120.9714473
2851,301184,Dasmarinas North National High School (Annex G),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,525,14.34072158,120.950604
2852,301185,Dasmarinas West NHS (Annex J),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,375,14.32014633,120.9565315
2853,301186,Dasmarinas NHS,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,744,14.32384724,120.9610739
2854,301187,Pag-asa NHS (Dasmarinas NHS - Pag-asa Annex),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,fourth year,male,189,14.31487459,120.9757788
2855,301188,Eastern Bacoor NHS,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,fourth year,male,346,14.3972908,120.9900803
2856,301189,Emiliano T. Tirona MNHS,Region IV-A - CALABARZON,Cavite,Kawit,Cavite,fourth year,male,368,14.44075148,120.9085484
2857,301190,Gen. Emilio Aguinaldo NHS (Imus),Region IV-A - CALABARZON,Cavite,Imus,Imus City,fourth year,male,935,14.4277054,120.9464661
2858,301191,Gen. Emilio Aguinaldo NHS (Bailen),Region IV-A - CALABARZON,Cavite,General Emilio Aguinaldo,Cavite,fourth year,male,102,14.181841,120.799784
2859,301192,Gen. Mariano Alvarez Tech. HS,Region IV-A - CALABARZON,Cavite,Gen. Mariano Alvarez,Cavite,fourth year,male,665,14.2984089,121.0083594
2860,301193,Gen. Vito Belarmino NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,fourth year,male,117,14.20971043,120.9561322
