,school_id,school_name,region,province,municipality,division,district,year_level,gender,enrollment,latitude,longitude
2821,108270,Bukal ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,20,14.2344958,121.5427093
2822,107982,Bukandala ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,248,14.409302,120.929543
2823,108271,Bulajo ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,2,14.2242652,121.4984572
2824,108140,Bulalo ES,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 2,male,21,14.0991367,120.9235639
2825,108141,Bulalo ES - Annex,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 2,male,13,14.0991367,120.9235639
2826,107937,Bulihan ES,IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 2,male,143,14.2813243,120.9976694
2827,108102,Bulihan Sites & Services Project Elementary School,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,267,14.2750783,120.9962356
2828,108008,Buna Cerca ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,23,14.1874174,120.8872137
2829,108009,Buna Lejos ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,30,14.1901304,120.9044342
2830,108356,Bunga ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,19,14.1449692,121.3977195
2831,108156,Bunga PS,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,24,14.3429329,120.8503144
2832,109841,Bunggo Elementary School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,49,14.1612534,121.070773
2833,108340,Bungkol ES,IV-A (CALABARZON),Laguna,Magdalena,Laguna,Magdalena,grade 2,male,25,14.1854256,121.4299042
2834,109842,Buntog ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,19,14.1876712,121.1250825
2835,107916,Burol Elementary School,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 2,male,60,14.3300116,120.948783
2836,108272,Burol ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,62,14.2459299,121.5110984
2837,109843,Burol ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,20,14.1616348,121.095131
2838,108238,Butong ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,89,14.2862199,121.1338071
2839,108380,C. Lanuza ES,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 2,male,38,14.2730556,121.4538889
2840,109788,C.M. Azcarate Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Lakeside,grade 2,male,53,14.0776439,121.3207821
2841,108117,Cabangaan ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,14,14.214175,120.9687359
2842,107893,Cabilang Baybay ES,IV-A (CALABARZON),Cavite,Carmona,Cavite,Carmona,grade 2,male,47,14.3200909,121.0421102
2843,108455,Cabooan ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,10,14.4643544,121.4313328
2844,108029,Cabulusan ES,IV-A (CALABARZON),Cavite,Magallanes,Cavite,Magallanes,grade 2,male,12,14.161032,120.758364
2845,108239,Cabuyao Cs,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,170,14.2983017,121.0841599
2846,108471,Caingin Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 2,male,168,14.3044715,121.1255883
2847,109829,Calamba Central School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 2,male,257,14.211911,121.163414
2848,108456,Calangay Elementary School,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,19,14.509179,121.4068771
2849,108255,Calauan CES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,120,14.1383725,121.3198491
2850,108324,Caliraya ES,IV-A (CALABARZON),Laguna,Lumban,Laguna,Lumban-Kalayaan,grade 2,male,16,14.2964062,121.4964872
2851,108438,Callos (Escolapia) ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,29,14.2817268,121.4041901
2852,108273,Calminue ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,11,14.2331504,121.6133122
2853,108202,Calo ES,IV-A (CALABARZON),Laguna,Bay,Laguna,Bay,grade 2,male,39,14.1846322,121.2755118
2854,108030,Caluangan ES,IV-A (CALABARZON),Cavite,Magallanes,Cavite,Magallanes,grade 2,male,18,14.1713495,120.7637298
2855,108079,Calubcob PS (San Roque Annex),IV-A (CALABARZON),Cavite,Naic,Cavite,Naic II,grade 2,male,9,14.3003008,120.7838403
2856,108294,Calumpang ES,IV-A (CALABARZON),Laguna,Liliw,Laguna,Liliw,grade 2,male,36,14.1853441,121.4127596
2857,108010,Calumpang Lejos ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,35,14.2362918,120.8459522
2858,108457,Cambuja-Bubucal ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,21,14.5129033,121.4368751
2859,108216,Canlalay ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,110,14.3435896,121.0714895
2860,109844,Canlubang CS,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,99,14.1876712,121.1250825
2861,108274,Cansuso ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,10,14.2380807,121.5883709
2862,108158,Capipisa ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,83,14.351202,120.7895855
2863,107991,Carasuchi ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 2,male,18,14.1496321,120.8779327
2864,107958,Caritas Bukid Kabataan ES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 2,male,2,14.2998838,120.9306765
2865,108145,"Carlos S. Batino, Sr. MES (Kaybagal ES)",IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 2,male,76,14.1152859,120.9621201
2866,108118,Carmen ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,32,14.2460204,120.9919339
2867,107894,Carmona ES,IV-A (CALABARZON),Cavite,Carmona,Cavite,Carmona,grade 2,male,162,14.3108186,121.0409961
2868,107983,Carsadang Bago ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,52,14.428876,120.928049
2869,108392,Casa Real ES,IV-A (CALABARZON),Laguna,Pakil,Laguna,Pangil-Pakil,grade 2,male,19,14.3717342,121.387038
2870,108240,Casile ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,15,14.2109289,121.0478433
2871,108393,Casinsin ES,IV-A (CALABARZON),Laguna,Pakil,Laguna,Pangil-Pakil,grade 2,male,14,14.3549695,121.3784628
2872,107927,CastaÐos ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 2,male,15,14.1931169,120.792458
2873,108275,Cavinti ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 2,male,58,14.2646732,121.5455292
2874,107973,Cayetano Topacio ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,57,14.4265267,120.9335261
2875,108419,Chrysanthemum Vil. ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 2,male,94,14.3247325,121.0109117
2876,109751,Col. Lauro P. Dizon Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Ambray,grade 2,male,25,14.0769559,121.3089835
2877,108325,Concepcion (G. Tabia ES),IV-A (CALABARZON),Laguna,Lumban,Laguna,Lumban-Kalayaan,grade 2,male,29,14.306492,121.471485
2878,109804,Concepcion Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 2,male,15,14.0744807,121.3350855
2879,108406,Concepcion-Mojon E/S,IV-A (CALABARZON),Laguna,Pila,Laguna,Pila,grade 2,male,23,14.241145,121.368162
2880,108180,Conchu ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 2,male,65,14.254244,120.883373
2881,108458,Coralan ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,21,14.4961124,121.4256183
2882,108394,Cornelio C. Dalena ES,IV-A (CALABARZON),Laguna,Pakil,Laguna,Pangil-Pakil,grade 2,male,44,14.3900063,121.4766937
2883,108357,Crisanto Guysayko MES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,160,14.1405077,121.4384766
2884,109830,Crossing ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 2,male,107,14.2048592,121.1583875
2885,108459,Cueva ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,10,14.5267018,121.4798948
2886,108420,Cuyab ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 2,male,105,14.3726953,121.0586894
2887,107858,Dagatan ES,IV-A (CALABARZON),Cavite,Amadeo,Cavite,Amadeo,grade 2,male,28,14.1860464,120.9331295
2888,108011,Daine ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,36,14.1857757,120.8457041
2889,109635,Dalahican Elem. School,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City III District,grade 2,male,100,14.463962,120.8840637
2890,108395,Dambo ES,IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 2,male,15,14.3880786,121.3984705
2891,108295,Daniw ES,IV-A (CALABARZON),Laguna,Liliw,Laguna,Liliw,grade 2,male,8,14.1809085,121.4034719
2892,164515,Daniw ES Banca-Banca Ext.,IV-A (CALABARZON),Laguna,Victoria,Laguna,Victoria,grade 2,male,18,14.2032537,121.351304
2893,107928,Dao ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 2,male,6,14.1965568,120.80922
2894,108142,Dapdap ES,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 2,male,9,14.1547272,121.0274533
2895,109759,Dapdapan Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Dapdapan,grade 2,male,30,14.0697992,121.330618
2896,107901,DasmariÐas ES,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 2,male,274,14.2990183,120.9589699
2897,107917,DasmariÐas II CS (DasmariÐas BBES B),IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 2,male,470,14.2990183,120.9589699
2898,108089,David P. Jimenez ES,IV-A (CALABARZON),Cavite,Rosario,Cavite,Rosario,grade 2,male,265,14.4118571,120.8481073
2899,164529,DAYAP E.S - ANNEX,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,183,14.1774886,121.3399584
2900,108256,Dayap ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,97,14.1800204,121.3341478
2901,108189,De Mesa ES,IV-A (CALABARZON),Laguna,Alaminos,Laguna,Alaminos,grade 2,male,47,14.0329224,121.267347
2902,164006,De Ocampo ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 2,male,44,14.2999777,120.8585076
2903,108190,Del Carmen ES,IV-A (CALABARZON),Laguna,Alaminos,Laguna,Alaminos,grade 2,male,13,14.076768,121.2654979
2904,109768,Del Remedio Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Del Remedio,grade 2,male,156,14.0827643,121.3100847
2905,108217,Dela Paz Main ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,218,14.3504215,121.0822362
2906,108218,Dela Paz West ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,140,14.3489762,121.0809875
2907,108316,Dela Paz-San Pablo ES,IV-A (CALABARZON),Laguna,Luisiana,Laguna,Luisiana,grade 2,male,2,14.1808147,121.5498428
2908,107959,Diego Mojica MS,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 2,male,64,14.386768,120.8799283
2909,108241,Diezmo Elementary School,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,45,14.230935,121.092664
2910,107868,Digman ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 2,male,40,14.4604331,120.9424541
2911,108472,Dila Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 2,male,192,14.289533,121.1091884
2912,108473,Dita Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 2,male,221,14.281596,121.112286
2913,109805,Dolores Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 2,male,30,14.109045,121.3323288
2914,109793,Don Enrique Bautista Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 2,male,163,14.0589982,121.3282932
2915,108474,Don Jose Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District III,grade 2,male,57,14.2549644,121.0643421
2916,108012,Dr. Alfredo Pio De Roda ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,31,14.2114924,120.8658099
2917,108379,Dr. Augusto e. Hocson Elem. School,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 2,male,8,14.272535,121.4461327
2918,107921,Dr. J. P. Rizal ES (DasmariÐas BBES A-1),IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 2,male,336,14.339394,120.955608
2919,164511,Dr. Jose Tamayo MES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,76,14.3455847,121.0553694
2920,108219,Dr. M. Z. Batista MES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,99,14.3440025,121.0823339
2921,108439,Duhat ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,61,14.246754,121.378937
2922,107869,Dulong Bayan ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 2,male,46,14.4475859,120.9374332
2923,107984,E. Villanueva ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,20,14.4388135,120.9308171
2924,108283,E.W. De Vela ES,IV-A (CALABARZON),Laguna,Mabitac,Laguna,Famy-Mabitac,grade 2,male,10,14.4461711,121.386314
2925,109815,Eduardo Barretto Sr. ES.,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 2,male,180,14.1798154,121.1788239
2926,107843,Esperanza ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 2,male,23,14.1214038,120.8613785
2927,109636,Estansuela ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City III District,grade 2,male,13,14.475928,120.888996
2928,108421,Estrella ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 2,male,89,14.3355234,121.0197786
2929,108293,Eugenia Games Olarte Reyes Elem. Sch.,IV-A (CALABARZON),Laguna,Mabitac,Laguna,Famy-Mabitac,grade 2,male,11,14.4414961,121.3982191
2930,107938,F. De Castro ES,IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 2,male,143,14.2905226,121.0021121
2931,108019,F. Ilano MES (Pulborista ES),IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 2,male,41,14.4507,120.927
2932,107939,Family Village Resources ES (FVR),IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 2,male,142,14.3050547,121.0054709
2933,108284,Famy Elementary School,IV-A (CALABARZON),Laguna,Famy,Laguna,Famy-Mabitac,grade 2,male,136,14.4383219,121.4495015
2934,108170,Felipe Calderon ES (Tanza ES),IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,347,14.397904,120.855102
2935,109794,Fernando A. Quisumbing Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 2,male,30,14.0620089,121.3265686
2936,108161,Florentino Joya ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,136,14.4045594,120.8465522
2937,108384,FRANCISCO BENITEZ MEMORIAL SCHOOL,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 2,male,85,14.2746101,121.4540095
2938,107902,Francisco E. Barzaga MS,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 2,male,263,14.3239538,120.9345641
2939,108491,Francisco K. Redor Sr. MES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 2,male,8,14.4488335,121.4927444
2940,108296,FRANCISCO S. BROSAS MEMORIAL ELEMENTARY SCHOOL,IV-A (CALABARZON),Laguna,Liliw,Laguna,Liliw,grade 2,male,20,14.136095,121.435854
2941,109781,Fule Almeda Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 2,male,24,14.0705199,121.321489
2942,108496,G. Herradura ES (Nanhaya ES),IV-A (CALABARZON),Laguna,Victoria,Laguna,Victoria,grade 2,male,43,14.2308,121.33
2943,108347,GAGALOT-TAYTAY ELEM. (ANNEX),IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 2,male,7,14.1151029,121.5038912
2944,108346,Gagalot-Taytay ES,IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 2,male,36,14.1477431,121.4783073
2945,108020,Gahak-Marulas ES,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 2,male,110,14.4436156,120.9102809
2946,108054,Gahitan ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 2,male,21,14.1348271,120.904421
2947,108396,Galalan ES,IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 2,male,10,14.4315458,121.531291
2948,108055,Galicia ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 2,male,36,14.1311947,120.9015642
2949,108220,Ganado ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,39,14.2841727,121.0765048
2950,109628,Garita ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City I District,grade 2,male,54,14.4818329,120.9057794
2951,108440,Gatid ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,119,14.2691095,121.4113308
2952,107879,Gawaran ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 2,male,325,14.3971008,121.000537
2953,107960,Gen. Artemio Ricarte MS,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 2,male,122,14.4158115,120.855278
2954,107945,"Gen. Gregorio S. Alona, Sr. MES (Biclatan ES)",IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 2,male,177,14.3841667,120.8811111
2955,108080,Gen. L. San Miguel ES,IV-A (CALABARZON),Cavite,Noveleta,Cavite,Noveleta,grade 2,male,68,14.4262355,120.8800115
2956,107947,Gen. Trias MES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 2,male,109,14.4378071,120.8778305
2957,164501,Gisgis ES,IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 2,male,2,14.4030552,121.4661102
2958,107985,Gov. D. M. Camerino ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,159,14.4424202,120.923935
2959,107880,Gov. P. F. Espiritu ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 2,male,232,14.4558638,120.9554822
2960,108157,Gregorio B. Fojas MS (Calibuyo ES),IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,99,14.3583564,120.8069143
2961,109750,Guadalupe Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Ambray,grade 2,male,26,14.273016,121.4562225
2962,109806,Guerilla Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 2,male,36,14.0805672,121.3386441
2963,108242,Guinting Elementary School,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,14,14.2351506,121.1584034
2964,108119,Guitasin PS,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,2,14.254892,121.030136
2965,108243,Gulod ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,113,14.2563099,121.162448
2966,107992,Guyam ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 2,male,18,14.1592575,120.867602
2967,107993,Guyam Munti ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 2,male,10,14.1555637,120.8707085
2968,107929,Guyung-Guyong ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 2,male,13,14.177918,120.808851
2969,107870,Habay ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 2,male,239,14.4470919,120.9450453
2970,107859,Halang Banaybanay ES,IV-A (CALABARZON),Cavite,Amadeo,Cavite,Amadeo,grade 2,male,33,14.201084,120.92932
